file_path,description_length,description_text
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-alibaba.adoc,134,Registering Alibaba Cloud Linux clients to your Server involves various methods and details specific to the Client's operating system.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-ubuntu.adoc,135,"Learn how to add software channels, mirror ESM packages, and synchronize them for successful Ubuntu Client registration on your Server."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/gpg-keys.adoc,130,"Lists of keys and certificates for inclusion in Kickstart profiles, enabling clients to import trusted software packages securely."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/configuration-basics.adoc,123,"To prepare your environment for Client registration, follow these initial configuration steps necessary for MLM operations."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/autoinst-owngpgkey.adoc,142,Learn how to securely sign package metadata with your own GPG key for autoinstallation repositories to avoid using insecure kernel parameters.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/appstreams.adoc,148,Managing an AppStream channel requires setting up a Client with the appropriate AppStream modules enabled to filter available packages based on its.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-upgrades-major.adoc,126,Ensure that your Client system's operating system is up to date before initiating a major version upgrade from SLE12 to SLE15.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/configuration-management.adoc,137,Learn how to manage configuration for your Server using channels and files to centralize control and reduce Client configuration efforts.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/vhm-vmware.adoc,149,Configure your VMware installation with MLM by setting up a Virtual Host Manager on your Server to collect data from VMware vSphere virtual machines.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/supported-features-sles.adoc,133,"A table outlining the supported features on and openSUSE operating systems, enabling administrators to understand their capabilities."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/autoinst-distributions.adoc,157,"How to prepare a distribution for autoinstallation by providing files required for the installation process, including the Linux kernel and initial RAM disk."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview-almalinux.adoc,147,Registering an AlmaLinux Client involves synchronizing its date and time with your Server before obtaining a valid activation key for registration.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-pubcloud.adoc,143,"Learn how to successfully register clients on a Public Cloud using your Server, including preparing on-demand images and activation keys setup."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/repositories.adoc,125,"Learn how to manage software repositories and configure channels for installing packages on Server, Client, or Proxy systems."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/power-management.adoc,133,"Enable power management for clients using the MLM Web UI, selecting from IPMI or Redfish protocols and configuring a Cobbler profile."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-rh-rhui.adoc,124,This page is a starting point for registering clients running RHEL operating systems with the Red Hat update infrastructure.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/vhm-azure.adoc,118,Configure an Azure VHM to gather instances from Microsoft Azure and report virtual machine information to your Server.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/registration-overview.adoc,136,Learn how to register clients to your Server using various methods and configuration options specific to your Client's operating system.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/clients-debian.adoc,126,"When registering Debian clients with the Server, ensure that DNS is correctly configured and provides an entry for the Client."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/contact-methods-saltbundle.adoc,154,"The Salt Bundle is a pre-packaged binary package containing everything required to run Salt on a Client, eliminating dependency on system Python versions."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/client-proxy.adoc,134,"Learn how to register clients to a Proxy, move them between proxies or to the Server, using Web UI, command line, or bootstrap script."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/vhm.adoc,125,Organize your virtualized clients into virtualization groups for data collection and subscription matching in the MLM Web UI.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/contact-methods-saltssh-tunnel.adoc,124,Readers can learn how to configure SSH Push (with tunnel) contact methods for accessing clients through a secure connection.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/addchannels_vendor_cli.adoc,160,Add software channels to the Server at the command prompt on the container host to enable synchronization and updates for specified channels and their children.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/check_sync_webui_uyuni.adoc,127,Check synchronization progress from the Web UI by navigating to Repositories tab and checking Sync Status in Manage > Channels.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/addchannels_novendor_cli.adoc,127,"To add software channels at the command prompt, specify the base channel label and its child labels using mgrctl exec commands."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/eol-clients.adoc,159,Understanding end-of-life policies for various operating systems helps you plan maintenance and support strategies to avoid deprecated or unsupported software.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/manual_associate.adoc,133,Associate channels with repositories on your Server Web UI to manage software distribution and synchronization for your organization.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/create_bootstrap_repo_register.adoc,125,"A starting point for accessing resources on Client registration, including creating and synchronizing bootstrap repositories."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/check_sync_cli.adoc,131,"To monitor synchronization progress from the command prompt on an Server, check the logs of base and child channels for completion."
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/addchannels_novendor_cli_multiarch.adoc,114,Synchronize software channels on the Server to ensure access to required content for installation or update tasks.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/manual_channels.adoc,115,Learn how to create custom channels on the Server Web UI for managing channels and repositories in your deployment.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/managing_appstreams.adoc,132,Enable AppStream modules on your Client by selecting streams in the MLM Web UI and scheduling changes through the confirmation page.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/check_sync_webui_mlm.adoc,126,You can monitor synchronization progress for products in the MLM Web UI by checking completion bars or repository sync status.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/addchannels_vendor_webui.adoc,133,Learn how to add software channels in the MLM Web UI for your Client operating system by checking products and clicking Add Products.
/home/linux/work/uyuni-docs/modules/client-configuration/pages/snippets/manual_repos.adoc,147,"To create custom repositories on the Server Web UI, navigate to Software > Manage > Repositories and follow the steps to configure each repository."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-components.adoc,121,"An overview of MLM for Retail's architecture, including its components, hardware types, system groups, and Salt formulas."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-terminal-names.adoc,124,"Learn about terminal naming schemes for Server deployments, including Hostname, FQDN, HWType, and MAC configuration options."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-overview.adoc,123,"A comprehensive overview of MLM for Retail, covering its initial installation and setup for effective management of Retail."
/home/linux/work/uyuni-docs/modules/retail/pages/shared-central-dns.adoc,150,"To set up a Retail with shared network, create system groups for terminals, hardware types, and branches, and assign formulas to configure PXE, TFTP,."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-formulas-intro.adoc,147,"Learn how to configure your MLM for Retail installation using pre-written formulas, enabling branch servers and partitioning images for deployment."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-network-arch.adoc,160,"Understand MLM for Retail's layered architecture, which includes an Server, branch servers, build hosts, and point-of-service terminals connected through local."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-deploy-terminals-auto.adoc,150,"Configure the Server to automatically accept keys from newly deployed terminals using Salt grains, ensuring a secure and efficient deployment process."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-uyuni-server-setup.adoc,147,"To set up your Retail Server for MLM, follow these steps to configure your database, register clients, and create administrative accounts securely."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-mass-config.adoc,131,Configure multiple branch servers to simplify system administration by automating their configuration with a pre-defined YAML file.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-admin.adoc,122,Learn how to administer your MLM for Retail installation and access additional resources for general administration tasks.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-requirements.adoc,143,"Ensure your environment meets the minimum requirements for Server, including a reliable WAN connection and sufficient CPU, RAM, and disk space."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-deploy-section.adoc,137,Deploying terminals in your MLM for Retail involves preparing the MLM for image deployment and deploying terminals using various methods.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-next.adoc,160,"This page serves as a starting point for accessing additional information about your MLM for Retail installation, including documentation and support resources."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-uyuni-branchserver.adoc,148,"Learn how to configure your Retail Branch Server and Client terminals for successful MLM software channel addition, synchronization, and activation."
/home/linux/work/uyuni-docs/modules/retail/pages/dedicated-with-scripts.adoc,123,Set up the MLM for Retail with dedicated network and configure branch servers using command line tools or mass import tool.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-delta-images.adoc,130,Learn how to create delta images using the retail_create_delta tool on the Server to reduce synchronization bandwidth consumption.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-terminal-ratelimiting.adoc,131,Learn how to control load in your environment by using rate-limiting parameters for Salt commands running in parallel on terminals.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-saltboot-redeployment.adoc,149,"Learn how to manually force a Saltboot redeployment using one of three available methods custom pillar values, Salt grains, or the Saltboot API call."
/home/linux/work/uyuni-docs/modules/retail/pages/dedicated-with-formulas-43.adoc,135,"Set up a dedicated Retail with MLM for Retail Server, branch Server proxies, and POS images to provide services including DHCP and DNS."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-install.adoc,116,Learn how to configure and set up MLM for Retail with detailed instructions on container-based installation methods.
/home/linux/work/uyuni-docs/modules/retail/pages/uyuni-retail-overview.adoc,135,"Learn how to install and configure MLM for Retail, a comprehensive open-source infrastructure management solution optimized for Retail."
/home/linux/work/uyuni-docs/modules/retail/pages/containerized-saltboot.adoc,129,"To successfully deploy the MLM in a Retail, understand the system requirements and configuration assumptions necessary for setup."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-deploy-terminals.adoc,128,"To deploy point-of-service terminals, follow these steps to assign and configure Saltboot formulas for each hardware type group."
/home/linux/work/uyuni-docs/modules/retail/pages/example-configurations.adoc,154,"Example configurations for various use cases, serving as a starting point for accessing detailed instructions on configuring branch services and Saltboot."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-install-uyuni.adoc,129,"To install on openSUSE, follow this procedure to set up your Retail Server with all necessary dependencies and software packages."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-upgrade-branchserver.adoc,132,Upgrading the MLM for Retail Branch Server includes updating its Client system similar to the Proxy with additional Retail features.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-image-pillars.adoc,123,"How to access image pillars, which provide details about built images, including location, checksums, and boot information."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-offline.adoc,128,Configure offline access to Server features and learn how to enable caching for POS images on terminals with service partitions.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-deploy-terminals-other.adoc,134,You can deploy terminals over a wireless network by creating a bootable USB device and providing wireless credentials to the terminal.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-mass-config-yaml.adoc,128,Learn how to configure mass configuration parameters for Retail terminals using a YAML file example with commented explanations.
/home/linux/work/uyuni-docs/modules/retail/pages/retail-best-practices.adoc,146,"Learn how to deploy a new image on selected terminals, test it, and then deploy it to all terminals using Saltboot's flexible deployment approach."
/home/linux/work/uyuni-docs/modules/retail/pages/retail-saltboot-diagram.adoc,152,"The Saltboot process involves interactions between Server, a terminal running the Saltboot initrd, and the branch Server to boot a terminal efficiently."
/home/linux/work/uyuni-docs/modules/retail/pages/snippets/check_sync_webui_uyuni.adoc,112,"Navigate to the Repositories tab, click Sync, and verify the current synchronization status for your repository."
/home/linux/work/uyuni-docs/modules/retail/pages/snippets/add_channels_cli.adoc,124,"Learn how to add software channels at the command prompt on the Server, synchronizing them for use with your Retail clients."
/home/linux/work/uyuni-docs/modules/retail/pages/snippets/check_sync_cli.adoc,124,"To ensure synchronization completeness, check all relevant log files on the Server for successful completion of the process."
/home/linux/work/uyuni-docs/modules/retail/pages/snippets/trust_gpg.adoc,142,Trusting GPG keys on Clients allows successful bootstrapping but enables package installation and updates for registered Client tool packages.
/home/linux/work/uyuni-docs/modules/common-workflows/pages/workflow-inplace-sles-upgrade.adoc,151,"To automate an in-place upgrade of SLES with Server, follow these step-by-step preparation instructions to ensure a consistent and supportable outcome."
/home/linux/work/uyuni-docs/modules/common-workflows/pages/workflow-install-from-raw-image.adoc,145,"A detailed workflow for installing Server using a RAW image, enabling users to successfully set up their MLM environment with minimal complexity."
/home/linux/work/uyuni-docs/modules/common-workflows/pages/workflow-configuration-management.adoc,146,"You can manage configuration for your clients centrally, using configuration files and channels, rather than configuring each Client individually."
/home/linux/work/uyuni-docs/modules/common-workflows/pages/workflow-clients-update-rec-actions.adoc,135,Automate Client updates using recurring actions in MLM to achieve consistent and supportable system states through automated workflows.
/home/linux/work/uyuni-docs/modules/common-workflows/pages/workflow-product-upgrade-webui.adoc,145,Upgrading a SLE Client to a newer product version using the Web UI enables administrators to easily update their systems with minimal disruption.
/home/linux/work/uyuni-docs/modules/common-workflows/pages/workflow-client-onboarding.adoc,160,"This workflow guides you through setting up your Server to onboard a Client with a supported Linux operating system, enabling management through the MLM Web UI."
/home/linux/work/uyuni-docs/modules/common-workflows/pages/workflow-install-from-selfinstall-on-ppc.adoc,150,Successful completion of this workflow results in successfully installing Server running on a ppc64le system with all required configurations applied.
/home/linux/work/uyuni-docs/modules/common-workflows/pages/common-workflows-overview.adoc,140,"Master common workflows for installing, managing, and configuring MLM clients with clear instructions and efficient step-by-step procedures."
/home/linux/work/uyuni-docs/modules/common-workflows/pages/workflow-content-lifecycle-management.adoc,150,"Manage content lifecycle to customize and test packages before updating production Server clients through development, testing, and deployment stages."
/home/linux/work/uyuni-docs/modules/common-workflows/pages/uyuni-common-workflows-overview.adoc,126,"Step-by-step instructions for installing, managing, and configuring clients with MLM to achieve efficient workflow management."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/uyuni-installation-and-upgrade-overview.adoc,137,"Get started with deploying MLM as a Server or Proxy by following these step-by-step instructions for deployment, upgrade, and management."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/install-proxy.adoc,142,Deploy an Proxy by following one of several deployment scenarios that assume a previously installed and configured MLM 5.1 Server is in place.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/install-pubcloud.adoc,130,An overview of deploying MLM in Public Cloud environments using Bring-your-own-subscription (BYOS) or Pay-as-you-go (PAYG) models.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/hardware-requirements.adoc,131,Determine the minimum and recommended Server hardware requirements for a successful MLM installation to ensure optimal performance.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/client-intro.adoc,117,Upgrading clients using the MLM Web UI involves utilizing the versioning system of their underlying operating system.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/connect-payg.adoc,129,Learn how to connect an existing PAYG instance to your Server and extract authentication data for accessing cloud-based products.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/installation-and-upgrade-overview.adoc,135,"Comprehensive instructions for deploying and managing Server and Proxy, covering deployment, upgrade, migration, and Server management."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/uyuni-install-requirements.adoc,121,Learn the minimum Server and Proxy requirements for successful deployment on various architectures and operating systems.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/network-requirements.adoc,126,"Understand the network requirements for MLM, including port configurations and router-like behavior from the Server and Proxy."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/general-requirements.adoc,102,Ensure you have a Customer Center account and supported browsers to successfully install MLM software.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/pubcloud-requirements.adoc,123,"To install MLM on public cloud infrastructure, follow these requirements to ensure a successful setup and operation of MLM."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-management/persistent-container-volumes.adoc,117,"Learn how to customize default volume locations on Server, Proxy, or Client systems for persistent container volumes."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-management/mgradm-yaml-custom-configuration.adoc,140,Here is the meta description Create a custom YAML configuration file and use it for secure Server container deployments via the mgradm tool.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-management/storage-scripts.adoc,152,"These scripts help automate initial persistent storage setup for MLM components using standard Linux storage practices, without limiting or interfering."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-management/start-and-stop-containers.adoc,131,"Learn how to manage the MLM 5.1 Server container lifecycle using mgradm commands for restarting, starting, and stopping the Server."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-management/updating-proxy-containers.adoc,129,Update the host operating system and Proxy containers running on podman to ensure consistency and compatibility with your Retail.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-management/containers.adoc,128,This page serves as a starting point for accessing detailed information about MLM containers used by Server and Proxy instances.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-database-backup-volume.adoc,120,Learn how to store and remove the PostgreSQL database backup volume safely during Server migration or upgrade processes.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-hardened-tmpdir.adoc,125,"To successfully run mgradm commands on hardened MLM servers, export the TMPDIR environment variable to a different directory."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-actkey-bootstrap-proxy-mlm.adoc,129,Create an activation key for your Proxy with recommended channels and include the Proxy as an extension child channel in the key.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-note-deploy-certs.adoc,154,"To successfully use third-party SSL certificates with your system, learn about their requirements and import them during the specified deployment process."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-step-deploy-podman-certs.adoc,115,"To configure SSL certificates for your Server, replace <FQDN> with your domain name in these installation commands."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-prepare-sles-host.adoc,157,Here is a meta description for the provided AsciiDoc page content Follow these steps to prepare SLES 15 SP7 Host and install MLM Extensions on this platform.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-generate_proxy_config.adoc,134,Learn how to generate and configure the Proxy with custom certificates for secure communication between the Server and Client devices.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-transfer_proxy_config.adoc,144,"To successfully transfer the Proxy configuration, copy the generated archive to the Server and then to the Proxy host, using `scp` and `mgrpxy`."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-register-proxy-mlm.adoc,144,"Use the `transactional-update` command to register and update your SL Micro and MLM 5.1 Proxy, then reboot as needed for changes to take effect."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/snippet-prepare-micro-host.adoc,128,Learn how to prepare a SL Micro 6.1 host for installation by downloading media and installing with Customer Center registration.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/uyuni/server-air-gapped-deployment-uyuni.adoc,124,"Learn how to deploy Server in an air-gapped environment, ensuring secure operation on isolated systems with internet access."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/uyuni/proxy-k3s-deployment-uyuni.adoc,139,"Deploying an Proxy on K3s involves installing required packages, including mgrpxy and Helm, and configuring storage for persistent volumes."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/uyuni/migrate-uyuni-to-a-container.adoc,128,Migrating your legacy Server to a containerized environment requires a new machine and careful preparation of the legacy Server.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/uyuni/proxy-deployment-uyuni.adoc,159,"Deploying the MLM 5.1 Proxy requires meeting specific hardware and configuration requirements, including container host setup and custom storage configuration."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/uyuni/proxy-conversion-from-client-uyuni.adoc,122,Convert your Client system into a Proxy using the Web UI by following these steps to ensure a successful Proxy conversion.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/snippet-warn-images-sl-micro.adoc,113,Customized MLM 5.1 VM images are available for SL Micro 6.1 and can also be enabled on SLES 15 SP7 installations.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/server-air-gapped-deployment-mlm.adoc,111,Learn how to deploy Server in an air-gapped environment using Virtual Machine or SL Micro installation methods.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/proxy-deployment-vmdk-mlm.adoc,139,"To deploy Proxy as an image on VMware, download and configure available images according to specific virtual machine settings requirements."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/proxy-deployment-mlm.adoc,141,Learn how to deploy the MLM 5.1 Proxy container on SL Micro 6.1 or SLE SLES 15 SP7 for efficient data synchronization and storage management.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/server-deployment-vm-mlm.adoc,118,"To deploy MLM 5.1 Server as a Virtual Machine on KVM, set up the required virtual machine settings using virt-manager."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/proxy-k3s-deployment-mlm.adoc,129,Deploying Proxy on K3s involves installing and configuring necessary tools and packages to create persistent volumes for storage.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/proxy-conversion-from-client-mlm.adoc,124,"To convert a Client to Proxy, ensure all necessary preparations are completed before proceeding with the conversion process."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/server-deployment-mlm.adoc,122,"To deploy MLM 5.1 successfully, ensure your Server host meets the specified hardware requirements for optimal performance."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/server-deployment-vmdk-mlm.adoc,155,"To deploy MLM 5.1 Server as a virtual machine on VMware, prepare a suitable image by registering with Customer Center and obtaining your registration code."
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/proxy-deployment-vm-mlm.adoc,116,Access and configure Proxy as a Virtual Machine on your KVM environment with these detailed settings and procedures.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/proxy-air-gapped-deployment-mlm.adoc,131,Learn how to deploy Proxy securely in an air-gapped environment on SL Micro operating systems for protection from external threats.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/migrations/proxy/proxy-mlm-43-51.adoc,120,Migrating from Proxy 4.3 to MLM 5.1 requires using the mgrpxy tool for simplified management of the containerized Proxy.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/migrations/proxy/proxy-mlm-50-51.adoc,151,This document guides you through the process of upgrading a SLE Micro 5.5 host running MLM 5.0 Proxy to an SL Micro 6.1 environment with MLM 5.1 Proxy.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/migrations/server/server-mlm-50-51.adoc,117,The tested procedure for upgrading and migrating from SLE Micro 5.5 with MLM 5.0 Server to SL Micro 6.1 with MLM 5.1.
/home/linux/work/uyuni-docs/modules/installation-and-upgrade/pages/container-deployment/mlm/migrations/server/server-mlm-43-51.adoc,137,"Migrating MLM servers to a containerized environment requires careful consideration of various factors, including hostnames and GPG keys."
/home/linux/work/uyuni-docs/modules/administration/pages/content-lifecycle.adoc,125,Customize and test packages in a controlled environment before updating production servers with content lifecycle management.
/home/linux/work/uyuni-docs/modules/administration/pages/tuning-changelogs.adoc,120,Learn how to limit changelog metadata and save disk space by configuring java.max_changelog_entries in etc rhn rhn.conf.
/home/linux/work/uyuni-docs/modules/administration/pages/content-lifecycle-examples.adoc,141,"Common examples of using content lifecycle management to build a customized implementation, including creating a monthly patch cycle project."
/home/linux/work/uyuni-docs/modules/administration/pages/monitoring.adoc,134,"To set up monitoring with Prometheus and Grafana, you need to install and configure these tools on a separate machine from the Server."
/home/linux/work/uyuni-docs/modules/administration/pages/channel-management.adoc,144,You can manage software packages by organizing them into channels that are assigned to clients based on their operating system and architecture.
/home/linux/work/uyuni-docs/modules/administration/pages/ssl-certs-hsts.adoc,147,Enabling HTTP Strict Transport Security (HSTS) helps protect websites against man-in-the-middle attacks by forcing secure connections from clients.
/home/linux/work/uyuni-docs/modules/administration/pages/space-management.adoc,123,Learn how to configure disk space monitoring and alerts in MLM to prevent severe impact on the database and file structure.
/home/linux/work/uyuni-docs/modules/administration/pages/live-patching.adoc,152,"Learn how to inject kernel updates without system downtime using Live Patching with MLM for critical systems like Server, Client, or Proxy environments."
/home/linux/work/uyuni-docs/modules/administration/pages/backup-restore.adoc,153,Understanding how to back up and restore MLM components ensures continuity in case of system failure or data loss due to hardware issues with the Server.
/home/linux/work/uyuni-docs/modules/administration/pages/ptfs.adoc,125,Users can enable and synchronize PTF repositories in MLM to access temporary fixes for specific problems provided by Support.
/home/linux/work/uyuni-docs/modules/administration/pages/openscap.adoc,151,"Learn how to prepare your clients, such as Server, Proxy, or Client, for SCAP scanning by installing required packages and meeting memory requirements."
/home/linux/work/uyuni-docs/modules/administration/pages/mirror-sources.adoc,153,"You can mirror source packages on Server to access their code for building or legal purposes, but it consumes significant disk space and has limitations."
/home/linux/work/uyuni-docs/modules/administration/pages/task-schedules.adoc,155,"Manage predefined task bunches to configure automatic updates, errata management, repository synchronization, and more for efficient Server administration."
/home/linux/work/uyuni-docs/modules/administration/pages/role-based-access-control.adoc,136,"A starting point for learning about Role-Based Access Control (RBAC) in MLM, including core concepts and managing roles and permissions."
/home/linux/work/uyuni-docs/modules/administration/pages/live-patching-channel-setup.adoc,138,Set up channels for live patching on Server to enable continuous updates for Client without requiring a full kernel package update reboot.
/home/linux/work/uyuni-docs/modules/administration/pages/auth-methods-sso.adoc,135,"To enable single sign-on in MLM, configure your external identity service provider to send authentication data to MLM's SAML endpoints."
/home/linux/work/uyuni-docs/modules/administration/pages/image-management.adoc,148,"To build and manage container images with Salt clients, administrators must create a build host and configure it according to specific requirements."
/home/linux/work/uyuni-docs/modules/administration/pages/actions.adoc,147,"You can create and manage recurring actions on Salt clients to automate tasks, such as applying highstates or custom states at specified schedules."
/home/linux/work/uyuni-docs/modules/administration/pages/auth-methods.adoc,112,"Understand various MLM-supported authentication methods, including PAM and SSO, to configure secure user access."
/home/linux/work/uyuni-docs/modules/administration/pages/auth-methods-pam.adoc,123,Configure SSSD and enable PAM authentication in MLM to integrate with a centralized network-based authentication mechanism.
/home/linux/work/uyuni-docs/modules/administration/pages/auditing.adoc,148,"You can use auditing tasks in MLM to check your clients' patch status, identify vulnerabilities, and ensure compliance with security specifications."
/home/linux/work/uyuni-docs/modules/administration/pages/subscription-matching.adoc,137,This page helps you understand how to manage subscriptions for your products by matching Client information with available subscriptions.
/home/linux/work/uyuni-docs/modules/administration/pages/reports.adoc,139,"Generate customized reports for your MLM system inventory, patches, and users using the spacewalk-report command with SQL language support."
/home/linux/work/uyuni-docs/modules/administration/pages/content-staging.adoc,134,"Enabling content staging, clients can download packages in advance, reducing maintenance window time and improving overall efficiency."
/home/linux/work/uyuni-docs/modules/administration/pages/custom-channels.adoc,140,Learn how to create custom software channels and repositories to update your clients with package management tools on Retail Server systems.
/home/linux/work/uyuni-docs/modules/administration/pages/ssl-certs-imported.adoc,127,"Configure SSL certificates for your MLM installation to ensure secure communication between Server, Proxy, and Client machines."
/home/linux/work/uyuni-docs/modules/administration/pages/organizations.adoc,151,"Learn how to create and manage organizations in MLM, including user access, permissions, authentication methods, and configuring organization settings."
/home/linux/work/uyuni-docs/modules/administration/pages/live-patching-sles12.adoc,138,"Enabling live patching on SLES12 requires configuring kGraft, updating MLM, and registering Salt clients to access live patching channels."
/home/linux/work/uyuni-docs/modules/administration/pages/users.adoc,100,"Manage user accounts, permissions, and password requirements to ensure secure access to your Server."
